gProcScr_opinfo	08AAFC54	data	opinfo_080B75D0
EndEfxAnimeDrvProc	0805B784	thumb	opinfo_080B75D0
GameControl_ClearPaletteAndReset	080099D4	thumb	opinfo_080B75D0
EndActiveClassReelBgColorProc	08070ED4	thumb	opinfo_080B75D0
Proc_StartBlocking	08002C30	thumb	opinfo_080B75D0
NewEfxAnimeDrvProc	0805B764	thumb	opinfo_080B7430
ResetClassReelSpell	08070EA4	thumb	opinfo_080B7430
ProcScr_BmFadeIN	08A9DD0C	data	opinfo_080B7430
ProcScr_BmFadeOUT	08A9DD34	data	opinfo_080B7430
GetClassReelEntry	080B8C80	thumb	opinfo_080B7430
StartClassNameIntro	080B7B2C	thumb	opinfo_080B7430
StartClassAnimDisplay	080B8A88	thumb	opinfo_080B7430
PutClassNameIntroLetter	080B762C	thumb	opinfo_080B7B64
