gGfx_HelpTextBox	08A74914	data	helpbox_0808BB14
gGfx_HelpTextBox2	08A7493C	data	helpbox_0808BB14
gGfx_HelpTextBox3	08A74964	data	helpbox_0808BB14
gGfx_HelpTextBox4	08A749CC	data	helpbox_0808BB14
gGfx_HelpTextBox5	08A74A38	data	helpbox_0808BB14
Pal_HelpBox	085C7460	data	helpbox_0808BB14
gGfx_YellowTextBox	08A74A60	data	helpbox_0808C8E0
gGfx_YellowTextBox2	08A74AD4	data	helpbox_0808C8E0
gGfx_YellowTextBox3	08A74B4C	data	helpbox_0808C8E0
gGfx_YellowTextBox4	08A74BF4	data	helpbox_0808C8E0
gGfx_YellowTextBox5	08A74C64	data	helpbox_0808C8E0
gPal_YellowTextBox	085C74A0	data	helpbox_0808C8E0
ScrollBoxDialogueTilesUp	0808C840	thumb	helpbox_0808DAC8
