GetGmPathLength	080C20A8	thumb	worldmap_main_080BDA6C
GetGmPathNode	080C2098	thumb	worldmap_main_080BDA6C
WorldMap_IsMonsterAtUnclearedNode	080BDA28	thumb	worldmap_main_080BDA6C
WorldMap_ShowMapUnits	080BDEF0	thumb	worldmap_main_080BDF94
SetupGraphicSystemsForWorldMap	080BDC24	thumb	worldmap_main_080BE01C
WorldMap_SetupBgGfx	080BDD28	thumb	worldmap_main_080BE01C
DeployEveryUnit	080BDE6C	thumb	worldmap_main_080BE01C
NewMapScreen	080BFA40	thumb	worldmap_main_080BE01C
StartGmNodeIconDisplay	080C07E8	thumb	worldmap_main_080BE01C
NewGmapUnitContainer	080C0018	thumb	worldmap_main_080BE01C
NewGmapCursor	080C0A08	thumb	worldmap_main_080BE01C
StartGmMu	080C2A10	thumb	worldmap_main_080BE01C
StartWmTextHandler	080C8444	thumb	worldmap_main_080BE01C
WorldMap_SetNextNodeIcon	080BDEB4	thumb	worldmap_main_080BE01C
WorldMap_ResetMapUnits	080BDF94	thumb	worldmap_main_080BE01C
WorldMap_SetMergedNodeIcon	080BDFDC	thumb	worldmap_main_080BE01C
ProcScr_E_Guide2	08BABD6C	data	worldmap_main_080BE718
CallChapterWMIntroEvents	080BF268	thumb	worldmap_main_080BE9D4
WmRemoveRandomMonsters	080C686C	thumb	worldmap_main_080BE9D4
MapRoute_0	080C1120	thumb	worldmap_main_080BEA40
EndGmMuEntry	080C4FE4	thumb	worldmap_main_080BEA40
EndGmapRM	080C7218	thumb	worldmap_main_080BEA40
EndGmapRmUpdateExt	080C6D14	thumb	worldmap_main_080BEA40
