ProcScr_ekrClasschg	087A94F4	data	banim-ekrclasschg_08074EF0
NewEfxClasschgOBJGain	08075460	thumb	banim-ekrclasschg_08074F20
NewEfxClasschgBGSE00	080753B4	thumb	banim-ekrclasschg_08074F20
NewEkrClasschgBG1	080752B4	thumb	banim-ekrclasschg_08074F20
NewEfxWhiteInOutUnit	08075864	thumb	banim-ekrclasschg_08074F20
NewEfxClasschgOBJDiffusion	08075528	thumb	banim-ekrclasschg_08074F20
NewEfxClasschgOBJDrop	080754C4	thumb	banim-ekrclasschg_08074F20
NewEkrClasschgBG2	080752F8	thumb	banim-ekrclasschg_08074F20
NewEfxWhiteIN	08054E1C	thumb	banim-ekrclasschg_08074F20
NewEfxClasschgFIN	080755A0	thumb	banim-ekrclasschg_08074F20
NewEfxClasschgCLONE	080756FC	thumb	banim-ekrclasschg_08074F20
ProcScr_efxClasschgBG	087A951C	data	banim-ekrclasschg_080752B4
FrameLut_Ekrclasschg_0	080E681A	data	banim-ekrclasschg_080752B4
TsaLut_Ekrclasschg_0	087A9534	data	banim-ekrclasschg_080752B4
ImgLut_Ekrclasschg_0	087A95C8	data	banim-ekrclasschg_080752B4
PalLut_Ekrclasschg_0	087A965C	data	banim-ekrclasschg_080752B4
ProcScr_efxClasschgOBJGain	087A9720	data	banim-ekrclasschg_08075460
BanimScr_Ekrdragonfx_0	087E6E80	data	banim-ekrclasschg_08075460
Pal_Ekrdragonfx_1	087E66EC	data	banim-ekrclasschg_08075460
Img_Ekrdragonfx	087E62F4	data	banim-ekrclasschg_08075460
ProcScr_efxClasschgOBJDiffusion	087A9760	data	banim-ekrclasschg_08075528
BanimScr_Ekrdragonfx_2	087E6EE0	data	banim-ekrclasschg_08075528
ProcScr_efxClasschgFIN	087A9780	data	banim-ekrclasschg_080755A0
Pal_Ekrdragonfx_0	087E62D4	data	banim-ekrclasschg_080755A0
Img_Banim_12	086B1590	data	banim-ekrclasschg_080755A0
Tsa_Banim_16	086B1690	data	banim-ekrclasschg_080755A0
ProcScr_efxClasschgCLONE	087A9798	data	banim-ekrclasschg_080756FC
