LoadUiFrameGraphicsTo	0804F908	thumb	uisupport_080A5048
LoadObjUIGfx	0801569C	thumb	uisupport_080A5048
SupportScreen_ScrollToPendingIndex	080A4FB8	thumb	uisupport_080A5048
StartMuralBackgroundExt	08088FA4	thumb	uisupport_080A5048
SupportScreen_LoadUnitSprites	080A4CA8	thumb	uisupport_080A5048
PutImg_PrepItemUseUnk	0809AF14	thumb	uisupport_080A5048
DrawSupportScreenText	080A4DD0	thumb	uisupport_080A5048
GetSupportScreenUnitCount	080A487C	thumb	uisupport_080A5048
ResetSysHandCursor	080B1F1C	thumb	uisupport_080A5048
DisplaySysHandCursorTextShadow	080B1F40	thumb	uisupport_080A5048
ShowSysHandCursor	080B1FBC	thumb	uisupport_080A5048
StartHelpPromptSprite	0808B750	thumb	uisupport_080A5048
StartDrawSupportBannerSprites	080A4F18	thumb	uisupport_080A5048
StartMenuScrollBarExt	08099A2C	thumb	uisupport_080A5048
UpdateMenuScrollBarConfig	080999B0	thumb	uisupport_080A5048
UnlockMenuScrollBar	0809994C	thumb	uisupport_080A5048
gUnkData_80	08A9AA9C	data	uisupport_080A5048
gGfx_SupportScreenBanner	08A972B0	data	uisupport_080A5048
gPal_SupportScreenBanner	08A97C0C	data	uisupport_080A5048
gPrepItemTexts	02013498	data	uisupport_080A5048
DrawSupportScreenUnitSprites	080A4F4C	thumb	uisupport_080A5048
SupportScreen_DrawUnitNameRow	080A5774	thumb	uisupport_080A5048
StartGreenText	080048B4	thumb	uisupport_080A5048
EndDrawSupportBannerSprites	080A4F38	thumb	uisupport_080A5048
SupportSubScreen_DrawScrolledTilemaps	080A64FC	thumb	uisupport_080A6718
GetSupportScreenCharIdAt	080A492C	thumb	uisupport_080A6718
GetSupportScreenPartnerCount	080A5944	thumb	uisupport_080A6718
InitSupportSubScreenPartners	080A5D34	thumb	uisupport_080A6718
InitSupportSubScreenPartnerLevels	080A5E18	thumb	uisupport_080A6718
InitSupportSubScreenRemainingSupports	080A5E48	thumb	uisupport_080A6718
SupportSubScreen_MoveCursorToNextValidUnit	080A5F20	thumb	uisupport_080A6718
PutFace80x72	08005D9C	thumb	uisupport_080A6718
DrawSupportSubScreenUnitPartnerDetails	080A5EC8	thumb	uisupport_080A6718
DrawSupportSubScreenRemainingText	080A5C54	thumb	uisupport_080A6718
SupportSubScreen_BackupTilemaps	080A58BC	thumb	uisupport_080A6718
gTsa_SupportSubScreen	08A9AB38	data	uisupport_080A6718
gCharacterData	088582BC	data	uisupport_080A6718
ShowSysHandCursor	080B1FBC	thumb	uisupport_080A6718
GetClassSMSId	08018AA4	thumb	uisupport_080A4CA8
sSupportScreenUnitCount	020136E8	data	uisupport_080A4CA8
sSupportScreenUnits	08A95B10	data	uisupport_080A4CA8
GetSupportScreenUnitCount	080A487C	thumb	uisupport_080A5774
GetSupportScreenUnitSupportStatus	080A4D54	thumb	uisupport_080A5774
gPrepItemTexts	02013498	data	uisupport_080A5774
GetSupportScreenCharIdAt	080A492C	thumb	uisupport_080A5774
gCharacterData	088582BC	data	uisupport_080A5774
PutSpecialChar	08004A14	thumb	uisupport_080A5A64
GetSupportScreenCharIdAt	080A492C	thumb	uisupport_080A5A64
GetSupportScreenPartnerCharId	080A4908	thumb	uisupport_080A5A64
DrawIcon	08003608	thumb	uisupport_080A5A64
GetUnitsAverageSupportValue	080A7EAC	thumb	uisupport_080A5A64
gCharacterData	088582BC	data	uisupport_080A5A64
GetSupportScreenPartnerCharId	080A4908	thumb	uisupport_080A5D34
GetSupportScreenPartnerIsAlive	080A48EC	thumb	uisupport_080A5D34
GetSupportScreenPartnerSupportLevel	080A48BC	thumb	uisupport_080A5D34
UiSupport_GetSupportTalkSong	080A5884	thumb	uisupport_080A6948
ChangeBgm	08002938	thumb	uisupport_080A6948
